id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,codepostal,commune,siteweb,autorisation_web,etat
W371000001,,2006-06-03,,ASSOCIATION SPORTIVE DES FIORETTI,FIORETTI,011010,000000,INSTITUT THERAPEUTIQUE EDUCATIF 44   RTE de Loudun  ,37120,Richelieu,,0,A
W371000002,,2006-06-03,,PASSION TALBOT SAMBA,TALBOT,007030,000000,8   IMP du Puy des Bans  ,37500,Chinon,,0,A
W371000003,,2006-06-03,,"TOURAINE, TERRE ET FEU",TERRE ET FEU,006090,000000,L'ATELIER DE TERRE 14   PL de l'Eglise  ,37130,Langeais,,0,A
W371000004,40293356800022,1995-06-14,,AGIR POUR L'EMPLOI EN RICHELAIS,AGIR POUR L'EMPLOI EN RICHELAIS,030005,000000,Zone Artisanale 78   RTE de Chinon  ,37120,Champigny-sur-Veude,,0,A
W371000005,,1901-07-01,,LES AMIS DU VIEUX CRAVANT,LES AMIS DU VIEUX CRAVANT,010020,000000,VIEILLE EGLISE DU VIEUX BOURG     Sonnay  ,37500,Cravant-les-Côteaux,,0,A
W371000006,,1965-02-18,2005-12-21,ASSAD - ASSOCIATION DE SERVICES D'AIDE A DOMICILE DU CANTON D'AZAY LE RIDEAU,ASSAD - ASSOCIATION DE SERVICES D'...,017020,000000,     8 AVENUE ADELAIDE RICHE,37190,Azay-le-Rideau,,0,D
W371000007,,,2006-03-15,CLUB DE L'AMITIE DE JAULNAY,CLUB DE L'AMITIE DE JAULNAY,002000,002000,Mairie       ,37120,Jaulnay,,1,D
W371000008,,2006-06-10,,CHINON OLD RETRO VEHICLES EXCEPTIONAL TOUR',CORVET,007030,000000,Les Quinquenais 8   RUE de l'Echo 37500 ,37500,Chinon,,0,A
W371000009,,2006-06-10,2017-08-04,OFFICE DE TOURISME DU BOUCHARDAIS,OTB,034240,000000,14   RTE de Chinon 37220 ,37220,PANZOULT,,0,D
W371000010,,2006-06-10,,BALL TRAP CLUB DES JOINDIERES,BALL TRAP CLUB  DES JOINDIERES,011175,000000,  RUE Rabelais  La Meligrette,37220,Crouzilles,,0,A
W371000011,,2006-06-10,,FOURMIS SERVICES,FOURMIS SERVICES,021010,000000,   Le Domaine du Petit Marnay  ,37140,Restigné,,0,A
W371000012,,,,TEMPLERIE DES FLEURE-TRUFFES ET GOUSTE-FOIES GRAS EN RICHES LIEUX DE TOURAINE,TEMPLERIE DES FLEURE-TRUFFES ET GOU...,007060,000000,Mairie       ,37120,Richelieu,,0,A
W371000013,,2006-06-10,,LES AMIS DU CHATEAU DE CHAMPCHEVRIER,LES AMIS DU CHATEAU DE CHAMPCHEVRIER,010022,000000,   Château de Champchevrier 37340 ,37340,Cléré-les-Pins,,0,A
W371000014,,2006-06-17,,ASSOCIATION DES PRES GATEAUX ET DES VIGNES DES BODINS,ASSOCIATION DES PRES GATEAUX ET DES...,024035,000000,   Guermantes 37800 ,37800,Sainte-Catherine-de-Fierbois,,0,A
W371000015,,2006-06-17,,OXYTOCIN EVENT,OXYTOCIN EVENT,024035,000000,4    Bis rue des Déportés  ,37130,Bréhémont,,0,A
W371000016,,,,INFOS TROGLOS,INFOS TROGLOS,014035,014035,   La Peyrière  ,37190,Villaines-les-Rochers,,1,A
W371000017,,,,CHINON SKATEBOARDING,CHINON SKATEBOARDING,011130,011130,POINT JEUNES - ASSOCIATION CLAAC 6   PL TENKODOGO  ,37500,Chinon,,1,A
W371000018,,2006-06-24,2013-01-03,GROUPEMENT D'EMPLOYEURS RIVES DE VIENNE,GROUPEMENT D'EMPLOYEURS RIVES DE V...,014035,000000,23   RUE des quatre vents  ,37220,L'Île-Bouchard,,0,D
W371000019,,2006-06-24,2018-12-31,GROUPEMENT D'EMPLOYEURS DES CHEVALIERS,GROUPEMENT D'EMPLOYEURS DES CHEVAL...,014035,000000,16   RUE des Chevaliers  ,37140,Restigné,,0,D
W371000020,,2006-06-24,,FAYE LA FETE,FAYE LA FETE,009030,000000,   MAIRIE  ,37120,Faye-la-Vineuse,,0,A
W371000021,,2006-06-24,,CHARPENTIER D'IEAU,(C.I),006100,000000,Mairie de Brehemont 1   PL du 8 Mai 1945 ,37130,Bréhémont,,0,A
W371000022,,1986-01-02,,CLUB CHARLES VIII,CLUB CHARLES VIII,009040,009040,   MAIRIE  ,37130,Langeais,,1,A
W371000023,,2006-07-01,,ECOLE DE MUSIQUE DE CHOUZE SUR LOIRE,ECOLE DE MUSIQUE DE CHOUZE SUR LOIRE,006030,000000,Mairie    PL des Déportés  ,37140,Chouzé-sur-Loire,,0,A
W371000024,,,,AMICALE DES CHASSEURS DE HUISMES,AMICALE DES CHASSEURS DE HUISMES,013005,000000,     ,37420,Huismes,,0,A
W371000025,,1990-07-18,,GROUPEMENT D'INTERET CYNEGETIQUE DE LA RABELAISIE,GIC DE LA RABELAISIE,013005,000000,Mairie       ,37500,Chinon,,0,A
W371000026,,,2023-03-01,LES AMIS DE CRAVANT LES COTEAUX,LES AMIS DE CRAVANT LES COTEAUX,009040,000000,     ,37500,Cravant-les-Côteaux,,0,D
W371000027,,1949-04-16,,COMITE D'ANIMATION PANZOULTAIS,COMITE D'ANIMATION PANZOULTAIS,009030,000000,mairie       ,37220,Panzoult,,0,A
W371000028,,,,CLUB QUESTIONS POUR UN CHAMPION DE BOURGUEIL,CLUB QUESTIONS POUR UN CHAMPION DE ...,007000,000000,     ,37140,Bourgueil,,0,A
W371000029,,1985-02-06,,AMICALE DES ANCIENS COMBATTANTS DE GIZEUX,AMICALE DES ANCIENS COMBATTANTS,038105,000000,     ,37340,Gizeux,,0,A
W371000030,,1981-04-26,,LA BONNE ENTENTE,LA BONNE ENTENTE,009035,000000,7   RUE St Martin  ,37500,Ligré,,0,A
W371000031,,,,COMITE DES FETES DE SEUILLY,COMITE DES FETES DE SEUILLY,009030,000000,     ,37500,Seuilly,,0,A
W371000032,,,,COMITE DE JUMELAGE TIVERTON (DEVON) CHINON (INDRE ET LOIRE),COMITE DE JUMELAGE TIVERTON (DEVON)...,009050,000000,Mairie       ,37500,Chinon,,0,A
W371000033,,1951-10-24,,OGEC SAINT-GERMAIN-LE JOUTEUX DE BOURGUEIL,OGEC SAINT-GERMAIN-LE JOUTEUX DE BO...,015000,000000,     33 RUE VICTOR HUGO,37140,Bourgueil,,0,A
W371000034,,,2015-09-25,LA JEANNE D'ARC,LA JEANNE D'ARC,011105,000000,     ,37130,Cinq-Mars-la-Pile,,0,D
W371000035,,,,AMICALE DES CHASSEURS D'AVOINE,AMICALE DES CHASSEURS D'AVOINE,013005,000000,mairie       ,37420,Avoine,,0,A
W371000036,,,,CERCLE DE LA VERONNAISE BOULE DE FORT ET BILLARD,CERCLE DE LA VERONNAISE,007035,000000,     AVOINE,37420,Avoine,,0,A
W371000037,34950639400015,,,JUDO CLUB CHINON,CHINON JUDO CLUB,011145,000000,  PL du Général-de-Gaulle  ,37500,Chinon,https://judo-club-chinon-47.webself.net,0,A
W371000038,,,,ASSOCIATION DE DEFENSE ET DE PROTECTION DE LA VALLEE DU LYS,ASSOCIATION DE DEFENSE ET DE PROTEC...,024035,000000,     PLACE ALEXANDRE CALDER,37190,Saché,,0,A
W371000039,,1996-11-13,,GROUPE YOGA CHINON,GROUPE YOGA CHINON,011120,000000,     PLACE DU GENERAL DE GAULLE,37500,Chinon,,0,A
W371000040,,1984-01-10,,LE REVEIL DE MARCILLY,LE REVEIL DE MARCILLY,009030,000000,   Mairie  ,37800,Marcilly-sur-Vienne,,0,A
W371000041,,1905-04-05,,"SOCIETE D'HISTOIRE DE CHINON, VIENNE ET LOIRE",VIENNE ET LOIRE,006000,000000,44   RUE Haute Saint-Maurice  ,37500,Chinon,,0,A
W371000042,,,,LA RESCAPEE,LA RESCAPEE,011035,000000,     LA ROUCHOUZE,37130,Langeais,,0,A
W371000043,,1961-03-03,2010-05-11,CONNAISSANCE DE JEANNE D'ARC,CONNAISSANCE DE JEANNE D'ARC,010010,000000,   mairie  ,37500,Chinon,,0,D
W371000044,,,,1ERE COMPAGNIE D'ARC DE CLERE LES PINS,1ERE COMPAGNIE D'ARC DE CLERE LES ...,011175,000000,     17 AVENUE DES BOULEAUX,37340,Cléré-les-Pins,,0,A
W371000045,,,,BELLE TABLE,BELLE TABLE,007000,000000,     ,37800,Maillé,,0,A
W371000046,,1987-12-23,,ASSOCIATION GALIPETTES,ASSOCIATION GALIPETTES,019010,000000,28   RUE Ronsard  ,37140,Bourgueil,,0,A
W371000047,49505709300017,2006-07-08,,LANGEAIS CINQ MARS HANDBALL,LANGEAIS CINQ MARS HANDBALL,011070,000000,MAIRIE    PL du 14 juillet  ,37130,Langeais,,0,A
W371000048,,2006-07-08,,AUTRE PART,AUTRE PART,006100,000000,4   RUE Saint Crespin  ,53220,Larchamp,,0,A
W371000049,,,,HE ! MON NEUIL,HE ! MON NEUIL,006000,000000,20   RUE de l'église  ,37190,Neuil,,0,A
W371000050,,2006-07-08,,BOUILLES DE CLOWN,BOUILLES DE CLOWN,009005,000000,MAIRIE DE LANGEAIS    PL du 14 juillet  ,37130,Langeais,,0,A
W371000051,,2006-07-08,,PHOTOS LOIRE ET PATRIMOINE,PHOTOS LOIRE ET PATRIMOINE,010005,000000,3   RTE d'Avrillé  ,37130,Les Essards,,0,A
W371000052,,2006-07-08,,L'ESPERANCE JOIE ET SANTE,L'ESPERANCE JOIE ET SANTE,011105,000000,62   RTE de Tours  ,37130,Cinq-Mars-la-Pile,,0,A
W371000053,,,2006-05-06,AUTOUR D'UN FEU,AUTOUR D'UN FEU,007000,000000,     3 ROUTE DU PETIT VAUJOINT,37190,Cheillé,,0,D
W371000054,,,,LES GENTILS COMPAIGNONS PANTAGRUELISTES,LES GENTILS COMPAIGNONS PANTAGRUELI...,015000,007000,     ,37500,Lerné,,0,A
W371000055,,,2016-06-28,OFFICE DE TOURISME DU PAYS DE BOURGUEIL,OFFICE DE TOURISME DU PAYS DE BOURG...,034240,000000,   16 Place de l'Eglise  ,37140,Bourgueil,,0,D
W371000056,,,,LIRE ET DIRE,LIRE ET DIRE,015025,000000,Lire et Dire 1   PL des Droits de l'Homme  ,37500,Chinon,,0,A
W371000057,,,,ASSOCIATION DES FETES DE BEAUMONT EN VERON,ASSOCIATION DES FETES DE BEAUMONT E...,009030,000000,Mairie       ,37420,Beaumont-en-Véron,,0,A
W371000058,,,,LIVRE'S,LIVRE'S,006005,000000,16   AV Saint-Vincent  ,37140,Saint-Nicolas-de-Bourgueil,,0,A
W371000059,,,,COMITE DES OEUVRES SOCIALES DU PERSONNEL DE CINQ MARS LA PILE,COMITE DES OEUVRES SOCIALES DU PERS...,024035,000000,Mairie       ,37130,Cinq-Mars-la-Pile,,0,A
W371000060,,,,LA CARPE QUI BAILLE DE SAINT PATRICE,,0,0, ,37130,Saint-Patrice,,0,A
W371000061,,2006-07-08,2009-09-08,ACTIONS SOLIDARITE ASSOCIATIVES,A.S.A.,007080,000000,mairie       ,37220,Crouzilles,,0,D
W371000062,,1992-01-29,,ASSOCIATION DES AYANTS DROIT ET USAGERS DU MARAIS DE GRIGNY,ASSOCIATION DES AYANTS DROIT ET USA...,024035,000000,     GRIGNY,37500,Chinon,,0,A
W371000063,,,,CLUB DE L'AMITIE DE SAVIGNY EN VERON,CLUB DE L'AMITIE DE SAVIGNY EN VERON,009040,000000,   Mairie  ,37420,Savigny-en-Véron,,0,A
W371000064,,,,LA BOULE RIDELLOISE,LA BOULE RIDELLOISE,011035,000000,     ,37190,Azay-le-Rideau,,0,A
W371000065,,,,ORCHESTRE D'HARMONIE DE HUISMES,HARMONIE MUNICIPALE,006025,000000,5   RUE de la bouzinière  ,37420,Huismes,,0,A
W371000066,,,,LA PALETTE RIDELLOISE,LA PALETTE RIDELLOISE,006020,000000,Mairie       ,37190,Azay-le-Rideau,,0,A
W371000067,,,,COMITE DES FETES DE SAINT PATRICE,COMITE DES FETES DE SAINT PATRICE,009030,000000,   Mairie  ,37130,COTEAUX-SUR-LOIRE,,0,A
W371000068,40855165300012,,,CONFLUENCE CHINON CANOË-KAYAK (CO.C.C.K),CONFLUENCE CHINON CANOE KAYAK (CO.C...,011095,000000,  RUE de la Digue Saint Jacques  ,37500,Chinon,http://www.cocck-club-canoe-kayak-chinon.fr/accueil,0,A
W371000069,,,,FONDS LOCAL EMPLOI SOLIDARITÉ,FONDS LOCAL EMPLOI SOLIDARITE,018010,000000,Centre Jacques Fourestier 16   RUE Paul Huet  ,37500,Chinon,,0,A
W371000070,,,,L'IMAGE CLUB DU VERON,L'IMAGE CLUB DU VERON,006025,000000,   rue Perdue  ,37420,Avoine,,0,A
W371000071,,,,LES ARCHERS DE LA MANSE,LES ARCHERS DE LA MANSE,011175,000000,mairie    PL Maréchal Leclerc  ,37800,Sainte-Maure-de-Touraine,,0,A
W371000072,,,,LA PROTECTRICE VERONNAISE,LA PROTECTRICE VERONNAISE,013005,000000,mairie       ,37420,Beaumont-en-Véron,,0,A
W371000073,,,,"ASSOCIATION DES MOULINS DE TOURAINE, DEFENSE ET SAUVEGARDE",ASSOCIATION DES MOULINS DE...,010020,000000,9   RUE Jean Perrin  ,37174,Chambray-lès-Tours,https://www.moulinsdetouraine.org/,0,A
W371000074,,,,ADAC SECTION D'AVOINE,ADAC SECTION D'AVOINE,038105,000000,10   RUE Lucien Rouzier  ,37420,Avoine,,0,A
W371000075,,,,LES AMIS DE L'EGLISE SAINT-ANDRE,LES AMIS DE L'EGLISE SAINT-ANDRE,024035,000000,7   RUE de Vaucecour  ,37190,Villaines-les-Rochers,,0,A
W371000076,,,,LIRE A THILOUZE,LIRE A THILOUZE,006005,000000,     ,37260,Thilouze,,0,A
W371000077,,,,ARTS MULTIPLES,ARTS MULTIPLES,006000,000000,83   RUE Colbert  ,37000,Tours,,0,A
W371000078,,1958-10-21,,UNION SPORTIVE DE RILLY SUR VIENNE,UNION SPORTIVE DE RILLY SUR VIENNE,011105,011005,Mairie       ,37220,Rilly-sur-Vienne,,0,A
W371000079,,,,ASSOCIATION POUR LA PROTECTION DU PATRIMOINE ET DE L'ENVIRONNEMENT DU VERON,ASSOCIATION POUR LA PROTECTION DU P...,024000,000000,Mairie       ,37420,Beaumont-en-Véron,,0,A
W371000080,,,,AMICALE DES CHASSEURS DE RESTIGNE,AMICALE DES CHASSEURS DE RESTIGNE,013005,000000,Mairie       ,37140,Restigné,,0,A
W371000081,,,,LANGEAIS ACCUEIL LOISIRS ET CULTURE (LALEC),LANGEAIS ACCUEIL LOISIRS ET CULTURE...,007075,000000,Espace culturel de la Douve       ,37130,Langeais,,0,A
W371000082,,1998-08-15,,MUSIQUES ET PATRIMOINE EN PAYS DU CHINONAIS,MUSIQUES ET PATRIMOINE EN PAYS DU C...,006030,000000,MAISON DES ASSOCIATIONS 15   RUE des Fontenils  ,37500,Chinon,,0,A
W371000083,,,,INTER TRAVAIL SERVICE,INTER TRAVAIL SERVICE,030005,000000,ITS 12 ter   AV de Saint-Nicolas  ,37140,Bourgueil,,0,A
W371000084,,,,CLSH 'PAUSE GRENADINE',CLSH 'PAUSE GRENADINE',017020,000000,     9 PLACE PRES DE LA VIENNE,37500,Saint-Germain-sur-Vienne,,0,A
W371000085,,,,RETROUVONS-NOUS,RETROUVONS-NOUS,009040,000000,     ,37130,Saint-Michel-sur-Loire,,0,A
W371000086,,,,FC NOYANT,FC NOYANT,011075,000000,Mairie       ,37800,Noyant-de-Touraine,,0,A
W371000087,,,,CENTRE SOCIAL DE LA DOUVE,FOYER DE JEUNES ET D'EDUCATION POP...,009005,000000,Espace Culturel     La Douve  ,37130,Langeais,,0,A
W371000088,,,,SOCIETE LES AMIS DU PATRIMOINE DE SAINTE-MAURE-DE-TOURAINE ET DE SA REGION,SOCIETE LES AMIS DU PATRIMOINE DE S...,006000,000000,     ,37800,Sainte-Maure-de-Touraine,,0,A
W371000089,,2006-07-15,,"LES GARE-GAMELLES
MOTO-CLUB RABELAISIEN","LES GARE-GAMELLES
MOTO-CLUB RABELA...",011160,000000,BAR LE PANORAMA 3   QUAI Danton  ,37500,Chinon,,0,A
W371000090,,,,COMITE D'ANIMATION,COMITE D'ANIMATION,009030,000000,MAIRIE       ,37220,Crissay-sur-Manse,,0,A
W371000091,,1999-04-03,,ASSOCIATION DE CHAMORIN,ASSOCIATION DE CHAMORIN,013010,000000,13 BIS   RUE Rabelais  ,37220,L'Île-Bouchard,,0,A
W371000092,,1980-06-17,,COMITE DES FETES DE L'ILE BOUCHARD,COMITE DES FETES DE L'ILE BOUCHARD,009030,000000,Mairie       ,37220,L'Île-Bouchard,,0,A
W371000093,,1977-06-17,,COMITE DES FETES DE LUZE,COMITE DES FETES DE LUZE,009030,000000,MAIRIE       ,37120,Luzé,,0,A
W371000094,,,2011-11-16,SPORTING CLUB SAINTE MAURIEN FOOTBALL,SPORTING CLUB SAINTE MAURIEN FOOTBALL,011005,000000,mairie       ,37800,Sainte-Maure-de-Touraine,,0,D
W371000095,,1993-07-21,,COMITE DE JUMELAGE COOPERATION RIVIERE-OUEGUEDO,COMITE DE JUMELAGE COOPERATION RIVI...,009050,000000,     ,37500,Rivière,,0,A
W371000096,,,,CLUB LANGEAIS FORM,CLUB LANGEAIS FORM,011120,000000,     ,37130,Langeais,,0,A
W371000097,,,2013-06-25,UNION SPORTIVE CHINON CINAIS,UNION SPORTIVE CHINON CINAIS,011075,000000,  QUAI de l'Ile Sonnante  ,37500,Chinon,,0,D
W371000098,,2006-07-15,,"COMITE 37 DE SOUTIEN A INGRID BETANCOURT, DE CLARA ROJAS ET DE TOUS LES OTAGES DE COLOMBIE",COMITE 37 INGRID BETANCOURT,003015,000000,12   RUE DE LA CHARMILLE  ,37420,Beaumont-en-Véron,,0,A
W371000099,,,,ASSOCIATION COMMUNALE DE CHASSE,ASSOCIATION COMMUNALE DE CHASSE,013005,000000,     ,37140,Chouzé-sur-Loire,,0,A
W371000100,,,2021-06-11,SPORTS ET LOISIRS OLYMPIQUES DE MAZIERES DE TOURAINE,SPORTS ET LOISIRS,011000,007000,Mairie       ,37130,Mazières-de-Touraine,,0,D
W371000101,,1997-12-06,,ASSOCIATION DU RESTAURANT ADMINISTRATIF DE L'HOTEL DES IMPOTS DE CHINON (A RAHIC),ASSOCIATION DU RESTAURANT ADMINISTR...,014030,000000,     BOULEVARD PAUL LOUIS COURIER,37500,Chinon,,0,A
W371000102,,1939-02-02,2008-12-12,LE MARTIN PECHEUR,LE MARTIN PECHEUR,013010,000000,Mairie       ,37140,La Chapelle-sur-Loire,,0,D
W371000103,,,,IMPULSION,IMPULSION,007000,000000,     ,37340,Cléré-les-Pins,,0,A
W371000104,,,2007-07-13,RESTO DES BOUTS D'CHOUX,RESTO DES BOUTS D'CHOUX,022510,000000,     ,37190,Rivarennes,,0,D
W371000105,,,,ASSOCIATION CULTURELLE DE SEUILLY,ASSOCIATION CULTURELLE DE SEUILLY,019000,006000,     ,37500,Seuilly,,0,A
W371000106,,,,ASSOCIATION DES PARENTS D'ELEVES DES ECOLES LIBRES DE BOURGUEIL (SAINT-GERMAIN ET LE JOUTEUX),ASSOCIATION DES PARENTS D'ELEVES D...,015005,000000,     RUE VICTOR HUGO,37140,Bourgueil,,0,A
W371000107,,,2006-03-06,SCRABBLE POUR TOUS A MAILLE,SCRABBLE POUR TOUS A MAILLE,007000,007005,     ,37800,Maillé,,0,D
W371000108,,,,ROTARY CLUB CHINON VAL DE VIENNE,ROTARY CLUB CHINON VAL DE VIENNE,007035,000000,     ,37500,Chinon,,0,A
W371000109,,,,LIONS CLUB DE CHINON BOURGUEIL,LIONS CLUB DE CHINON BOURGUEIL,007035,000000,Restaurant l'Echo de Rabelais 2   RUE du Château  ,37500,Chinon,,0,A
W371000110,,,2023-05-22,ECOLE INTERCOMMUNALE DE FOOTBALL - SAINT BENOIT LA FORET - RIVARENNES - RIGNY USSE - BREHEMONT,ECOLE INTERCOMMUNALE DE FOOTBALL - ...,011075,000000,Mairie       ,37190,Rivarennes,,0,D
W371000111,,,,JUDO CLUB DU RICHELAIS,JUDO CLUB DU RICHELAIS,011000,011145,"     1, PLACE DU MARCHE",37120,Richelieu,,0,A
W371000112,,1994-09-07,2013-02-11,ASSISTANCE LIGERIENNE,ASSISTANCE LIGERIENNE,019000,018050,1   RUE des Pêcheurs  ,37140,Chouzé-sur-Loire,,0,D
W371000113,,,,LA MARELLE,LA MARELLE,019005,000000,     1 PLACE DU MARCHE,37120,Richelieu,,0,A
W371000114,,1965-06-03,,AMICALE DES SAPEURS POMPIERS DE CHINON,AMICALE DES SAPEURS POMPIERS DE CHI...,036510,000000,     REPOS SAINT MARTIN,37500,Chinon,,0,A
W371000115,,1979-02-02,,ASSOCIATION SPORTIVE DU COLLEGE ANDRE DUCHESNE DE L'ILE BOUCHARD,ASSOCIATION SPORTIVE DU COLLEGE AND...,011010,000000,     ,37220,L'Île-Bouchard,,0,A
W371000116,,,2009-05-18,ASSOCIATION CULTURELLE BIBLIOTHEQUE,ASSOCIATION CULTURELLE BIBLIOTHEQUE,006005,000000,Mairie 27    Grande rue  ,37800,Saint-Épain,,0,D
W371000117,,,,1001 PATTES,1001 PATTES,007000,018025,     ,37190,Villaines-les-Rochers,,0,A
W371000118,,1955-05-28,,ETOILE SPORTIVE DE VILLAINES LES ROCHERS,ETOILE SPORTIVE DE VILLAINES LES RO...,011105,011005,     ,37190,Villaines-les-Rochers,,0,A
W371000119,,,,S.C. LANGEAIS RUGBY,S.C. LANGEAIS RUGBY,011080,000000,     ,37130,Langeais,,0,A
W371000120,,,,FOOTBALL CLUB DU VÉRON,FCV,011010,000000,Stade municipal Maurice Raffault     rue du stade  ,37420,Savigny-en-Véron,,0,A
W371000121,,1948-01-25,,ASSOCIATION DES AMIS DE RABELAIS ET DE LA DEVINIERE,ASSOCIATION DES AMIS DE RABELAIS ET...,024035,010015,     ,37500,Seuilly,,0,A
W371000122,,1997-04-26,,"CULTURE, LOISIRS, ACCUEIL ET ANIMATION EN CHINONAIS (CLAAC)","CULTURE, LOISIRS, ACCUEIL ET ANIMAT...",009005,000000,60   RUE Descartes  ,37500,Chinon,,0,A
W371000123,,,,TRAINS A VAPEUR DE TOURAINE,TVT,024035,022543,  PL de la Gare  ,37120,Richelieu,,0,A
W371000124,40090728300081,,,ACHIL ACEPP,ACHIL,019010,000000,111/113 B RUE du Rempart  ,37000,Tours,www.achil.fr,0,A
W371000125,,,,FOYER SOCIO EDUCATIF DU COLLEGE PUBLIC DE RICHELIEU,FOYER SOCIO EDUCATIF DU COLLEGE PUB...,050000,009005,collège le Puits de la Roche       ,37120,Richelieu,,0,A
W371000126,,,,ASSOCIATION SYNDICALE DES CHASSEURS ET PROPRIETAIRES DE LA COMMUNE D'AVON LES ROCHES,ASSOCIATION SYNDICALE DES CHASSEURS...,013005,000000,   Mairie  ,37220,Avon-les-Roches,,0,A
W371000127,,2006-08-12,2014-02-14,PANZOULT FITNESS,PANZOULT FITNESS,011045,000000,   mairie  ,37220,Panzoult,,0,D
W371000128,,,,FOOTBALL SAINT-BENOIT HUISMES,FOOTBALL ST BENOIT HUISMES,011075,000000,Mairie       ,37500,Saint-Benoît-la-Forêt,,0,A
W371000129,,,2015-07-15,JUDO CLUB BOUCHARDAIS,JUDO CLUB BOUCHARDAIS,011000,000000,2   RUE du Collège  ,37220,L'Île-Bouchard,,0,D
W371000130,,2006-08-12,,LE BRUIT QUI COURT,LE BRUIT QUI COURT,007080,000000,MAIRIE       ,37140,Benais,,0,A
W371000131,,,,SPORTING CLUB BENAISIEN,SPORTING CLUB BENAISIEN,011075,000000,     ,37140,Benais,,0,A
W371000132,,1991-06-26,,SAINT-MICHEL TENNIS DE TABLE (S.M.T.T.),SAINT-MICHEL TENNIS DE TABLE (S.M.T...,011000,000000,Mairie       ,37130,Saint-Michel-sur-Loire,,0,A
W371000133,,,,ASSOCIATION LOCALE ADMR PAYS DE BOURGUEIL INGRANDES ST-PATRICE,ASSOCIATION LOCALE D'AIDE A DOMICLE,019000,000000,   Coteaux-sur-Loire  ,37130,COTEAUX-SUR-LOIRE,,0,A
W371000134,,2006-08-12,,TADEK-NIGER-SCOLARISATION-PAIX (TNSP),TNSP,010022,000000,34   RUE de la Galère  ,37120,Richelieu,,0,A
W371000135,,,,CLUB DU TROISIEME AGE DU CARDINAL DE RICHELIEU,CLUB DU TROISIEME AGE DU CARDINAL D...,009040,000000,     ,37120,Richelieu,,0,A
W371000136,,,,ENTENTE SPORTIVE DE BOURGUEIL,ENTENTE SPORTIVE DE BOURGUEIL,011000,000000,Mairie       ,37140,Bourgueil,,0,A
W371000137,,1992-11-18,,VIENNE-APPART,VIENNE-APPART,032520,000000,     APPARTEMENT 82,37500,Chinon,,0,A
W371000138,,,,ZONTA CLUB DE CHINON,ZONTA CLUB DE CHINON,023040,050000,     ,37500,Chinon,,0,A
W371000139,,,2017-08-29,A2MAIN(S),A2MAIN(S),024000,000000,2   RUE de la Poterne  ,37500,Chinon,,0,D
W371000140,,,,CLUB 41 DE CHINON,CLUB 41 DE CHINON,050000,000000,22 B   RUE Paul Huet ,37500,Chinon,,0,A
W371000141,,,,COMITE DE JUMELAGE AZAY - NISA,COMITE DE JUMELAGE AZAY - NISA,006000,000000,     ,37190,Azay-le-Rideau,,0,A
W371000142,,,,SPORTING CLUB CHINONAIS,SPORTING CLUB CHINONAIS,011005,000000,Mairie       ,37500,Chinon,,0,A
W371000143,,,2017-11-22,MUSIQUE EN RABELAISIE,MUSIQUE EN RABELAISIE,007000,000000,     ,37500,Lerné,,0,D
W371000144,,,2006-07-17,LE TEMPS DE VIVRE - BRICOLAGE,LE TEMPS DE VIVRE - BRICOLAGE,009035,000000,     RUE MICHEL BOUCHET,37420,Avoine,,0,D
W371000145,,2006-08-19,,ADAMAH,ADAMAH,007075,000000,25   AV labussière  ,37500,Chinon,,0,A
W371000146,,,,GROUPEMENT FRANCAIS POUR L'OBSERVATION ET L'ETUDE DU SOLEIL,GROUPEMENT FRANCAIS POUR L'OBSERVA...,006000,000000,     ,37500,Chinon,,0,A
W371000147,,2006-08-19,,LES CHEMINS BUISSONNIERS,LES CHEMINS BUISSONNIERS,011115,000000,mairie    PL du Maréchal Leclerc  ,37800,Sainte-Maure-de-Touraine,,0,A
W371000148,,1935-06-05,2013-09-11,UNION DES CHASSEURS DE SAINT NICOLAS DE BOURGUEIL,UNION DES CHASSEURS DE SAINT NICOLA...,013005,000000,1    LES BOUILLEES  ,37140,Saint-Nicolas-de-Bourgueil,,0,D
W371000149,,,,BASKET SAINTE MAURIEN,BASKET SAINTE MAURIEN,011065,000000,     ,37800,Sainte-Maure-de-Touraine,,0,A
W371000150,,2006-08-19,,DANKA PRODUCTIONS,DANKA PRODUCTIONS,006070,000000,25   RUE DE LA FORET  ,37220,Panzoult,,0,A
W371000151,,1985-04-03,2015-11-26,LES PETITES CANAILLES,LES PETITES CANAILLES,009020,000000,     ,37800,Saint-Épain,,0,D
W371000152,,1982-09-17,2017-08-04,OFFICE DE TOURISME DE SAINTE-MAURE DE TOURAINE,OFFICE DE TOURISME DE SAINTE-MAURE ...,034240,000000,Les Passerelles 77   AV du Général de Gaulle  ,37800,Sainte-Maure-de-Touraine,,0,D
W371000153,,1968-01-12,,MAISON DES JEUNES DE L'ILE BOUCHARD,MAISON DES JEUNES DE L'ILE BOUCHARD,009005,000000,     ,37220,L'Île-Bouchard,,0,A
W371000154,,1947-06-08,2017-08-04,OFFICE DU TOURISME DU PAYS DE RICHELIEU,OFFICE DU TOURISME DU 'PAYS DE RIC...,034240,000000,Communauté de communes du Pays de Richelieu    PL du Marché BP 1 ,37120,Richelieu,,0,D
