id,siret,date_publi,date_disso,nom_asso,nom_asso_abrege,objet_social1,objet_social2,adresse,codepostal,commune,siteweb,autorisation_web,etat
W372004880,,1965-02-12,,COMITE DEPARTEMENTAL D'INDRE-ET-LOIRE DE LA FEDERATION SPORTIVE ET GYMNIQUE DU TRAVAIL,COMITE DEPARTEMENTAL D'INDRE-ET-LO...,011015,011005,Maison des sports      Rue de l'aviation - b.p. 100,37210,Parçay-Meslay,,0,A
W372004881,,1965-03-28,,PARCAY-MESLAY ORGANISATION,PARCAY-MESLAY ORGANISATION,007000,000000,Mairie      ,37210,Parçay-Meslay,,0,A
W372004882,43941596900013,1966-12-31,,COMITE DEPARTEMENTAL D'INDRE ET LOIRE DE LA FEDERATION DE VOLLEY-BALL,COMITE DEPARTEMENTAL,011085,000000,Maison des sports de touraine      BP 100,37210,Parçay-Meslay,,0,A
W372004883,,1967-05-07,,COMITE DEPARTEMENTAL DE PECHE AU COUP D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL DE PECHE AU CO...,007000,000000,Maison des sports    Les Papillons  route de l'Aviation,37210,Parçay-Meslay,,0,A
W372004884,,1969-03-18,2009-01-16,COMITE DES FETES DE PARCAY MESLAY,COMITE DES FETES DE PARCAY MESLAY,009030,000000,Mairie      ,37210,Parçay-Meslay,,0,D
W372004885,,1969-05-05,,COMITE DEPARTEMENTAL DES SOCIETES DE TIR D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL DES SOCIETES ...,011175,000000,Maison des Sports de Touraine      Rue de l'aviation - za le papillon,37210,Parçay-Meslay,,0,A
W372004886,,1972-01-26,,FEDERATION FRANCAISE DE NATATION - COMITE DEPARTEMENTAL D'INDRE-ET-LOIRE,FEDERATION FRANCAISE DE NATATION - ...,011095,000000,Maison des Sports      Rue de l'aviation - bo 100,37210,Parçay-Meslay,,0,A
W372004887,,1972-03-04,,COMITE DEPARTEMENTAL DE TIR A L'ARC D'INDRE ET LOIRE,COMITE DEPARTEMENTAL DE TIR A L'ARC,011175,011105,Maison des Sports de Touraine      Rue de l'aviation - za le papillon,37210,Parçay-Meslay,,0,A
W372004888,,1973-05-02,,COMITE DEPARTEMENTAL D'INDRE-ET-LOIRE DES MEDAILLES DE LA JEUNESSE ET DES SPORTS,COMITE DEPARTEMENTAL D'INDRE-ET-LO...,011192,000000,Maison des Sports   RUE de l'Aviation  ,37210,Parçay-Meslay,,0,A
W372004889,,1973-10-07,,COMITE DEPARTEMENTAL RUGBY TOURAINE,COMITE DEPARTEMENTAL RUGBY TOURAINE,011080,011005,Maison des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004890,,1978-03-01,,SOCIETE MUSICALE DE PARCAY-MESLAY,SOCIETE MUSICALE DE PARCAY-MESLAY,006030,000000,Mairie de Parçay-Meslay 85  RUE de la Mairie  ,37210,Parçay-Meslay,,0,A
W372004891,,1978-04-27,,COMITE DEPARTEMENTAL DE L'INDRE-ET-LOIRE DE LA FEDERATION FRANCAISE DE CYCLOTOURISME,COMITE DEPARTEMENTAL,011180,000000,Maison départementale des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004892,,1978-07-14,,COMITE DEPARTEMENTAL D'INDRE-ET-LOIRE DE LUTTE,COMITE DEPARTEMENTAL D'INDRE-ET-LO...,011145,000000,Maison des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004893,,,,LES AMIS DE SIDI LAKHDAR,LES AMIS DE SIDI LAKHDAR,021000,021000,15  RUE Citta-Di-Castello  ,37300,Joué-lès-Tours,,0,A
W372004894,,1980-02-09,,COMITE DEPARTEMENTAL DE VOILE D'INDRE-ET-LOIRE (C.D.V. 37),C.D.V. 37,011095,000000,Maison des sports de Touraine   RUE de l'Aviation  ,37210,Parçay-Meslay,,0,A
W372004895,,1980-09-30,,CODEP INDRE ET LOIRE DE LA FFESSM,CODEP INDRE ET LOIRE DE LA FFESSM,011095,000000,Maison des sports de Touraine   RUE de l'Aviation  ,37210,Parçay-Meslay,,0,A
W372004896,,1980-12-06,,ASS POUR LA PROMOTION DES IDEES ET DE LA RECHERCHE,ASS POUR LA PROMOTION DES IDEES ET ...,010015,006010,Les Coulées  ,37210,Parçay-Meslay,,0,A
W372004897,42863252500013,1982-04-14,,COMITE DEPARTEMENTAL D'ESCRIME D'INDRE ET LOIRE,COMITE DEPARTEMENTAL D'ESCRIME D'...,011000,011005,Maison des Sports      Route de l'Aviation,37210,Parçay-Meslay,,0,A
W372004898,,1998-01-31,,SPORTS ET LOISIRS DE BAR,SPORT ET LOISIRS DE BAR,007000,000000,2  RUE Louise Michel  ,37000,Tours,,0,A
W372004899,,1983-02-15,,COMITE DEPARTEMENTAL DU SPORT ADAPTE D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL DU SPORT ADAPT...,011018,000000,7  RUE François Mansart  ,37170,Chambray-lès-Tours,,0,A
W372004900,,1983-02-15,,COMITE DEPARTEMENTAL D'INDRE-ET-LOIRE D'AIKIDO ET DE BUDO,COMITE DEPARTEMENTAL D'INDRE-ET-LO...,011145,000000,  LD la Chambaudiere  ,37120,Tour-Saint-Gelin,,0,A
W372004901,,1985-11-20,,MAISON DES ADHÉRENTS D'APIVIA,MA APIVIA,022545,000000,108  RUE Ronsard  ,37100,Tours,,0,A
W372004902,,1984-05-24,,LA COMPAGNOLE,LA COMPAGNOLE,006070,006000,Mairie      ,37210,Parçay-Meslay,,0,A
W372004903,,1985-03-20,,COMITE DEPARTEMENTAL DE CYCLISME D'INDRE ET LOIRE - F.F.C.,F.F.C.,011180,000000,Maison des sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004904,,1986-01-22,,COMITE DEPARTEMENTAL D'AEROMODELISME D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL D'AEROMODELIS...,007025,000000,Maison des Sports   RUE de l'Aviation  Zone d'activite le papillon,37210,Parçay-Meslay,,0,A
W372004905,,,,SURSAUT COLLECTIF POUR LA PAIX AU TCHAD,SURSAUT COLLECTIF POUR LA PAIX AU T...,014000,009000,38  RUE des Moulins  ,37250,Montbazon,,0,A
W372004906,,1987-02-18,,COMITE DEPARTEMENTAL DE COURSE D'ORIENTATION D'INDRE-ET-LOIRE,CDCO,011020,011000,Maison des Sports de Touraine      Rue de l'aviation bp 100,37210,Parçay-Meslay,,0,A
W372004907,,1983-11-04,,COMITE DEPARTEMENTAL DE SPELEOLOGIE D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL DE SPELEOLOGIE 37,016050,000000,MAISON DES SPORTS 1  RUE DE L AVIATION BP 100,37210,Parçay-Meslay,,0,A
W372004908,,,,C.N.D.S. - FO-MACIF (COORDINATION NATIONALE DES DELEGUES DE SOCIETAIRES FO-MACIF),C.N.D.S. - FO-MACIF,023000,023000,La Camusière 18  RUE de l'Oiselet  ,37550,Saint-Avertin,,0,A
W372004909,,1987-06-24,,COMITE DEPARTEMENTAL DE BADMINTON D'INDRE ET LOIRE,COMITE DEPARTEMENTAL DE BADMINTON,011000,000000,Maison des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004910,,1987-06-24,,COMITE DEPARTEMENTAL DE VOL A VOILE D'INDRE ET LOIRE,COMITE DEPARTEMENTAL DE VOL A VOILE...,011000,011400,Maison des Sports   RUE de l'Aviation  Za papillon,37210,Parçay-Meslay,,0,A
W372004911,,1987-07-01,,UNION SPORTIVE DE L'ENSEIGNEMENT UNION SPORTIVE DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DE PARCAY-MESLAY,UNION SPORTIVE DE L'ENSEIGNEMENT U...,003060,007000,Ecole Publique      ,37210,Parçay-Meslay,,0,A
W372004912,,,,ASSOCIATION DES ANCIENS DE L'INSSA ET DES MEDECINS CONGOLAIS DE FRANCE (A.I.M.C.),A.I.M.C.,014000,014000,CHRU de Tours Hôpital Bretonneau Service Neuroradiologie Interventionnelle 2  BD Tonnellé  ,37000,Tours,,0,A
W372004913,,1987-07-08,,PLANETE ART MOD 2,PLANETE ART MOD 2,006070,006000,28  RUE des Locquets  ,37210,Parçay-Meslay,,0,A
W372004914,,1988-02-17,,COMITE TERRITORIAL D'INDRE-ET-LOIRE DE LA MONTAGNE ET DE L'ESCALADE,COMITE TERRITORIAL 37,011155,000000,Maison des Sports      Z.I. les Papillons,37210,Parçay-Meslay,,0,A
W372004915,,,,TEAM LA BROSSE AUTO TERRE,TEAM LA BROSSE AUTO TERRE,011000,011000,La Brosse 6  CHEM1 de la Forêt  ,37230,Saint-Étienne-de-Chigny,,0,A
W372004916,,1989-11-22,,RIAGE - ASSOCIATION CULTURELLE ET ARTISTIQUE DE PARCAY-MESLAY,RIAGE - ASSOCIATION CULTURELLE ET A...,006000,006100,Mairie      ,37210,Parçay-Meslay,,0,A
W372004917,,1990-02-28,2013-07-10,UNION COMMERCIALE ARTISANALE ET VITICOLE DE PARCAY-MESLAY (U.C.A.V.P.),UNION COMMERCIALE ARTISANALE ET VIT...,022535,023000,mairie  ,37210,Parçay-Meslay,,0,D
W372004918,43538487000018,1990-03-07,,LE CHOEUR D'AOEDE,LE CHOEUR D'AOEDE,006030,000000,Mairie      ,37210,Parçay-Meslay,,0,A
W372004919,,,,LES DES RAILLEURS,LES DES RAILLEURS,007000,000000,4  IMP François Rabelais  ,37360,Neuillé-Pont-Pierre,,0,A
W372004920,,,,BEAUN'ARTS,BEAUN'ARTS,019000,019000,Maison de Beaune 15  RUE du Commerce  ,37510,Ballan-Miré,,0,A
W372004921,,,,L'ECOLE POUR TOUS LES ENFANTS FRONTALIERS DU DARFOUR,L'ECOLE POUR TOUS LES ENFANTS FRON...,019000,019000,Appt n°65 14  AV du Général de Gaulle  ,37000,Tours,,0,A
W372004922,,1990-04-25,2021-10-22,ASSOCIATION AGROMETEOROLOGIQUE D'INDRE-ET-LOIRE,AMIL,023000,016000,Centre départemental de météorologie   RUE de Chizay  ,37210,Parçay-Meslay,,0,D
W372004923,,1990-03-21,,ASS POUR LE DEVELOPPEMENT CULTUREL DE MESLAY,ASS POUR LE DEVELOPPEMENT CULTUREL ...,006000,000000,La Grange Meslay      ,37210,Parçay-Meslay,,0,A
W372004924,,1990-09-12,2014-06-19,LE PORTE-PLUME,LE PORTE-PLUME,009025,015025,7  PL Johann Strauss  ,37000,Tours,,0,D
W372004925,,1991-01-30,,CLUB ALPIN FRANCAIS DE TOURAINE,CLUB ALPIN FRANCAIS DE TOURAINE,011155,000000,Maison des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004926,,,,CLUB LE MAILLON,CLUB LE MAILLON,011000,011160,48  RUE de la Fontaine blanche  ,37170,Chambray-lès-Tours,,0,A
W372004927,,1992-02-19,,CLUB RETRAITE ET LOISIRS DE PARCAY-MESLAY,CLUB RETRAITE ET LOISIRS DE PARCAY-...,007000,000000,Mairie      ,37210,Parçay-Meslay,,0,A
W372004928,,1992-02-26,,COMITE DEPARTEMENTAL DES SPORTS DE GLACE D'INDRE ET LOIRE,COMITE DEPARTEMENTAL DES SPORTS DE ...,011095,000000,89  RUE Jules Charpentier  ,37000,Tours,,0,A
W372004929,,1992-06-24,,'BLANCHARD RACING SERVICE','BLANCHARD RACING SERVICE',011160,000000,8  RUE de la Mulocherie  ,37210,Parçay-Meslay,,0,A
W372004930,,1992-09-16,,COMITE DEPARTEMENTAL D'INDRE ET LOIRE DE LA FEDERATION FRANCAISE DE BALL TRAP ET DE TIR A BALLE,COMITE DEPARTEMENTAL D'INDRE ET LO...,011175,013005,Maison des sports      Rue de l'Aviation - BP 100,37210,Parçay-Meslay,,0,A
W372004931,,1993-05-05,,COMITE DEPARTEMENTAL DE PARACHUTISME SPORTIF D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL DE PARACHUTISM...,011135,000000,espace Clos Neuf Maison des Associations 2  RUE du Clos Neuf  ,37300,Joué-lès-Tours,,0,A
W372004932,,1994-10-19,,ASSOCIATION PROFESSION SPORT ET ANIMATION TOURAINE (A.P.S.A.T.),ASSOCIATION PROFESSION SPORT ET ANI...,030005,000000,Maison des sports      Rue de l'Aviation - B.P. 100,37210,Parçay-Meslay,,0,A
W372004933,,1996-01-10,,"CANDIDE, LA VIE AU NET","CANDIDE, LA VIE AU NET",024035,000000,28  RUE de la Chanterie  ,37210,Parçay-Meslay,,0,A
W372004934,,,,COMITE DEPARTEMENTAL DE TRIATHLON D'INDRE ET LOIRE,COMITE DEPARTEMENTAL DE TRIATHLON D...,011000,000000,34  QUAI de la Loire  ,37210,Rochecorbon,,0,A
W372004935,,,,'D I X I','D I X I',005010,000000,2 bis  RUE de la Chanterie  '(chez mr pascal micoud),37210,Parçay-Meslay,,0,A
W372004936,,1999-01-30,2011-05-02,ASSOCIATION POUR LA PROMOTION DE LA MEDECINE GENERALE 37 (APMG 37),ASSOCIATION POUR LA PROMOTION DE LA...,017125,000000,52  RUE de la Mairie  ,37210,Parçay-Meslay,,0,D
W372004937,,1999-05-29,2008-12-19,COMITE DEPARTEMENTAL AERONAUTIQUE D'INDRE-ET-LOIRE,COMITE DEPARTEMENTAL AERONAUTIQUE D...,011135,000000,Maison des sports de Touraine   RUE de l'Aviation B.P. 100 ,37210,Parçay-Meslay,,0,D
W372004938,,1999-06-19,2019-10-17,COMITE DEPARTEMENTAL DE ROLLER SKATING,CDRS 37,011155,000000,Maison des Sports      Rue de l'aviation - bp 100 -,37210,Parçay-Meslay,,0,D
W372004939,,1999-06-19,,A V E N T O U R S,A V E N T O U R S,007000,000000,4  RUE de Bourgogne  ,86530,Cenon-sur-Vienne,,0,A
W372004940,,1999-07-10,,COMITE CENTRE FFESSM,COMITE CENTRE FFESSM,011000,011095,Maison des Sports      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004941,,1999-09-25,2013-07-01,ASSOCIATION SPORTIVE DELTA INFORMATIQUE,ASSOCIATION SPORTIVE DELTA INFORMAT...,011000,000000,Delta Informatique comité d'Entreprise 47  RUE Christian Huygens  ,37000,Tours,,0,D
W372004942,,2000-01-15,,HANDBALL TOURAINE CORPORATIF,HANDBALL TOURAINE CORPORATIF,011065,000000,Maison des Sports de Touraine      rue de l'aviation - BP 100,37210,Parçay-Meslay,,0,A
W372004943,,1995-11-15,,'CLASS MESLAY'  CLUB DES ARTISTES ASSOCIES DE MESLAY,'CLASS MESLAY'  CLUB DES ARTISTES...,006020,006000,Grange Meslay      ,37210,Parçay-Meslay,,0,A
W372004944,,2000-10-07,,ASSOCIATION SPORTIVE LOWARA,ASSOCIATION SPORTIVE LOWARA,011015,007000,Zac de la coudrière      ,37210,Parçay-Meslay,,0,A
W372004945,,2001-01-13,,MOTO TEAM TOURS,MOTO TEAM TOURS,011160,000000,1  RES de la Grand'Maison  Chez mme elisabeth camain,37210,Parçay-Meslay,,0,A
W372004946,,2001-05-12,,COMITE DEPARTEMENTAL HANDISPORT 37,CD 37,011018,000000,Maison des Sports de Touraine      Rue de l'aviation - b.p. 1,37210,Parçay-Meslay,,0,A
W372004947,,2001-07-21,,COMITE DEPARTEMENTAL D'EQUITATION D'INDRE-ET-LOIRE,CDE 37,011050,000000,Maison des Sports de Touraine      Rue de l'aviation,37210,Parçay-Meslay,,0,A
W372004948,,2001-12-15,,RUGBY CLUB FEMININ DE TOURAINE 'LES OVALINES',RUGBY CLUB FEMININ DE TOURAINE 'LE...,011080,000000,Maison des Sports      Rue de l'aviation - b.p. 100,37210,Parçay-Meslay,,0,A
W372004949,,2002-03-16,,ESPRIT,ESPRIT,007005,000000,ALL des Caves  ,37210,Parçay-Meslay,,0,A
W372004950,,2002-09-21,2009-07-03,OR PAIRE,OR PAIRE,011000,000000, La grande de Meslay,37210,Parçay-Meslay,,0,D
W372004951,,2002-10-26,,MEDIAS CENTRE PRODUCTION,MEDIAS CENTRE PRODUCTION,006070,000000,Chez M Micoud      2 bis rue de la chanterie,37210,Parçay-Meslay,,0,A
W372004952,,2003-01-25,2014-01-13,OFFICE INTERCOMMUNAL DES SPORTS DU VOUVRILLON (O.I.S.V.),OFFICE INTERCOMMUNAL DES SPORTS DU ...,011005,000000,C.C. du Vouvrillon - Ferme du Papillon 400   RUE Louis Blériot  ,37210,Parçay-Meslay,,0,D
W372004953,,2003-03-15,,GROUPEMENT D'EMPLOYEURS TENNIS 37,GROUPEMENT D'EMPLOYEURS TENNIS 37,011165,000000,Mairie      Rue de la Mairie,37210,Parçay-Meslay,,0,A
W372004954,,2003-05-24,,ASSOCIATION CULTURELLE PARCILLONNE,ASSOCIATION CULTURELLE PARCILLONNE,007000,000000,Mairie      58 rue de la Mairie,37210,Parçay-Meslay,,0,A
W372004955,,2003-08-09,,COMITE DE SAINT-VINCENT DE PARCAY-MESLAY,COMITE DE SAINT-VINCENT DE PARCAY-M...,014000,000000,Mairie      ,37210,Parçay-Meslay,,0,A
W372004956,,2004-02-14,,NOS ENFANTS D'ABORD,NOS ENFANTS D'ABORD,015000,000000,39  RUE de la Chanterie  C/O Mme Sylvie Moisan Laurin,37210,Parçay-Meslay,,0,A
W372004957,,2004-06-26,,BAGUIBA,BAGUIBA,006030,000000,23  RUE de Frasne  ,37210,Parçay-Meslay,,0,A
W372004958,,2004-10-16,,HOME CONCERTS CLUB,HOME CONCERTS CLUB,006030,000000,10  RUE des Écoles  ,37210,Parçay-Meslay,,0,A
W372004959,,2004-10-30,,ICEBERG CLUB D'ENTREPRISES,ICEBERG CLUB D'ENTREPRISES,011000,011095,La Maison des Sports      Le bas Champeigne,37210,Parçay-Meslay,,0,A
W372004960,,2004-11-06,,LA VOIX DES PAROISSIENS EXPATRIES DU SACRE COEUR DE PONDICHERY (VOPEX SCP),LA VOIX DES PAROISSIENS EXPATRIES D...,040000,040000,11  RUE des Sports  ,37210,Parçay-Meslay,,0,A
W372004961,,2004-12-11,,"'LE STRETCHING, J'ADHERE'","'LE STRETCHING, J'ADHERE'",011120,000000,58  RUE de la Mairie  ,37210,Parçay-Meslay,,0,A
W372004962,,2004-12-18,2021-10-09,AU PAYS DU VOUVRAY,AU PAYS DU VOUVRAY,007000,034240,Mairie de Vouvray 1   RUE Léon Gambetta  ,37210,Vouvray,,0,D
W372004963,49143759600019,2005-03-12,,COMITE DEPARTEMENTAL D'INDRE ET LOIRE DE LA FEDERATION FRANCAISE DE SAUVETAGE ET DE SECOURISME (F.F.S.S. C.D.37),FFSS CD 37,036520,036000,29  RUE du Vivier ,37550,Saint-Avertin,,0,A
W372004964,,2003-11-15,2009-06-26,AUPRES DE MON ART,AUPRES DE MON ART,011000,001000,Maison des sports   RUE de l'Aviation  ,37210,Parçay-Meslay,,0,D
W372004965,,2005-10-08,2013-07-12,NATURE & HARMONIE,NATURE & HARMONIE,016000,006020,34   RUE Gutenberg  ,37300,Joué-lès-Tours,,0,D
W372004966,,2006-02-11,,ERFAN STRATEGIES,ERFAN STRATEGIES,015000,000000,Maison des Sports      rue de l'Aviation,37210,Parçay-Meslay,,0,A
W372004967,,1916-10-11,,ASSOCIATION JEANNE D'ARC DE VEIGNE (ARTS.CULTURE.LOISIRS),ASSOCIATION JEANNE D'ARC DE VEIGNE...,006000,040000,Le Moulin Communal      ,37250,Veigné,,0,A
W372004968,,,,LA NOTE BLEUE,LA NOTE BLEUE,006000,006000,7  ALL Jean de la Bruyère  ,37200,Tours,,0,A
W372004969,,1931-11-15,,SYNDICAT DE CHASSE DE VEIGNE,SYNDICAT DE CHASSE DE VEIGNE,013005,000000,43  AV de Couzières  ,37250,Veigné,,0,A
W372004970,,1946-11-02,,LE REVEIL DU PECHEUR,LE REVEIL DU PECHEUR,013010,000000,Mairie      ,37250,Veigné,,0,A
W372004971,,1950-09-19,,ASSOCIATION POUR LA PROTECTION ET LA DEFENSE DE LA CHASSE DE LA RIVE GAUCHE DE L'INDRE,ASSOCIATION POUR LA PROTECTION ET L...,013005,000000,58  RUE Jules Ferry  ,37250,Veigné,,0,A
W372004972,,1954-06-16,,ASSOCIATION VINDINIENNE DE LOISIRS,ASSOCIATION VINDINIENNES DE LOISIRS,009030,000000,38  RTE du Ripault  ,37250,Veigné,,0,A
W372004973,,1959-02-07,2017-10-11,AMICALE DU PERSONNEL DU CENTRE A.F.P.A. DE VEIGNE,AMICALE DU PERSONNEL DU CENTRE AFPA,015045,007000,C.F.P.A. Le Passoir      ,37250,Veigné,,0,D
W372004974,,1960-06-09,,CLUB SPORTIF TOURANGEAU DE VEIGNE,CLUB SPORTIF TOURANGEAU DE VEIGNE,011105,011005,Stade municipal Georges Dézé 18  RUE de la Croix Saint Paul  ,37250,Veigné,,0,A
W372004975,,1966-02-16,,ASSOCIATION VINDINIENNE DES ANCIENS DU FEU,ASSOCIATION VINDINIENNE DES ANCIENS...,036510,036000,Mairie      ,37250,Veigné,,0,A
W372004976,,1999-02-27,2007-01-18,ESTHETIQUE ET PATRIMOINE,ESTHETIQUE ET PATRIMOINE,030005,000000, ,37000,Tours,,0,D
W372004977,,1965-02-28,,ASS DES CONSEILS DE PARENTS D'ELEVES DU CANTON DE MONTBAZON (F.C.P.E.),ASS DES CONSEILS DE PARENTS D'ELEV...,015005,000000,Mairie      ,37250,Veigné,,0,A
W372004978,77535171100012,1966-08-13,,ORCHESTRE D'HARMONIE DU VAL DE L'INDRE,O.H.V.I.,006030,006000,Le Moulin      ,37250,Veigné,WWW.harmonie-val-indre.com,0,A
W372004979,,,,UNION NATIONALE DES COMBATTANTS FÉDÉRATION D'INDRE-ET-LOIRE-ASSOCIATION LOCALE FÉDÉRÉE DE VEIGNÉ,UNC DE VEIGNÉ,038105,000000,Mairie      ,37250,Veigné,,0,A
W372004980,,1973-03-18,,CENTRE DE DOCTRINE ET DE SCIENCE SPIRITES CHRISTIQUES,CENTRE DE DOCTRINE ET DE SCIENCE SP...,040000,000000,104  RUE de la Bichottière  ,37250,Veigné,,0,A
W372004981,,1977-06-25,,UNION DES COMMERCANTS ET ARTISANS DE VEIGNE,U.C.A.V.,022535,023000,Mairie de Veigné   PL du Maréchal Leclerc  ,37250,Veigné,,0,A
W372004982,,1977-12-06,,PHOTO CLUB DE VEIGNE,PHOTO CLUB DE VEIGNE,006025,000000,Mairie      ,37250,Veigné,,0,A
W372004983,,1977-12-13,2009-12-08,VEIGNE INITIATIVES,VEIGNE INITIATIVES,034240,000000,mairie   PL du Maréchal Leclerc  ,37250,Veigné,,0,D
W372004984,,1964-05-23,,FETES MUSICALES EN TOURAINE,FETES MUSICALES EN TOURAINE,006030,006040,Mairie de Tours 1-3  RUE des minimes  ,37000,Tours,,0,A
W372004985,,1978-04-11,,UNION CYCLOTOURISTE DE VEIGNE,UNION CYCLOTOURISTE DE VEIGNE,011180,000000,6  RUE de la Fosse d'Argent  ,37250,Veigné,,0,A
W372004986,,1976-02-17,,CLUB DE LA BELLE EPOQUE,LA BELLE EPOQUE,009040,000000,Mairie      ,37250,Veigné,,0,A
W372004987,,1978-01-19,2007-04-10,AMICALE DES EMPLOYES COMMUNAUX DE VEIGNE,AMICALE DES EMPLOYES COMMUNAUX DE V...,023040,000000,mairie       ,37250,Veigné,,0,D
W372004988,,1980-08-07,,SECOURS ANIMAUX EN DETRESSE (.S.A.D.),SECOURS ANIMAUX EN DETRESSE (.S.A.D.),024025,000000,22  RUE de la Fosse Sèche  ,37250,Veigné,,0,A
W372004989,,1982-07-02,,LE MOULIN DE VEIGNE ASSOCIATION SOCIO-CULTURELLE ET D'ANIMATION LOCALE,AMV,023040,000000,Mairie      ,37250,Veigné,,0,A
W372004990,,1983-01-06,,ASSOCIATION INFORMATIQUE DE VEIGNE,ASSOCIATION INFORMATIQUE DE VEIGNE,005000,000000,Mairie      ,37250,Veigné,,0,A
W372004991,,1983-10-01,,GYMNASTIQUE VOLONTAIRE MIXTE - SECTION DE VEIGNE -,GYMNASTIQUE VOLONTAIRE MIXTE - SECT...,011105,000000,Mairie      ,37250,Veigné,,0,A
W372004992,,,,CENTRE DE DANSE DE VEIGNE,CENTRE DE DANSE DE VEIGNE,007000,000000,Mairie de Veigné 2   PL du Maréchal Leclerc  ,37250,Veigné,,0,A
W372004994,,1987-03-11,,ASSOCIATION TRAVAIL ET SOLIDARITE,ASSociation TRAVAIL ET SOLIDARITE,018010,019020,mairie 29   AV de la Gare  ,37250,Montbazon,,0,A
W372004995,,1987-07-22,,UNION SPORTIVE DE L'ENSEIGNEMENT DU PREMIER DEGRE DE L'ECOLE PUBLIQUE DES GUES DE VEIGNE,UNION SPORTIVE DE L'ENSEIGNEMENT D...,011005,000000,E.P Veigné 11  RUE de Parcay  E.p de veigne,37250,Veigné,,0,A
W372004996,,1987-08-19,,AMICALE DE CHASSE DU CREUZEAU,AMICALE DE CHASSE DU CREUZEAU,013005,000000,Domaine du Lac      ,37250,Veigné,,0,A
W372004997,,1988-12-21,,AERO MODELISME CLUB DE TOURAINE (A.M.C.T.),AMCT,007025,000000,12  PL du 11 novembre  ,37510,Ballan-Miré,,0,A
W372004998,,1989-05-03,,VEIGNE ENVIRONNEMENT,VEIGNE ENVIRONNEMENT,024000,024035,Chez M. Roland PIANETTI      11 allée des Chênes,37250,Veigné,,0,A
W372004999,,1989-12-06,,MABUSHI VEIGNE CLUB KARATE,MABUSHI VEIGNE CLUB KARATE,011145,000000,17   ALL des Cigales ,37250,Veigné,,0,A
W372005000,,1990-02-21,,ASSOCIATION DES AMATEURS BENEVOLES POUR LA SAUVEGARDE DES VARIETES FRUITIERES REGIONALES EN VOIE DE DISPARITION ' ASSOCIATION DES CROQUEURS DE POMMES DE TOURAINE ',LES CROQUEURS DE POMMES DE TOURAINE,023020,000000,Mairie      ,37250,Veigné,,0,A
W372005001,,1990-05-23,2010-04-15,CLUB AIR OUEST U.L.M.,CLUB AIR OUEST U.L.M.,011135,011400,3 bis  RUE Principale  ,37250,Veigné,,0,D
W372005002,,1991-09-18,,ASS DE LA BESNARDIERE,ASS DE LA BESNARDIERE,013005,000000,La Grenouillère      ,37250,Veigné,,0,A
W372005003,,1991-11-27,,ASSISTANCE SECURITE VINDINIENNE 37,ASSISTANCE SECURITE VINDINIENNE 37,005010,000000,24  RUE Cères  ,37250,Veigné,,0,A
W372005004,,1992-04-29,,PYROTECHNIC CLUB DE LA VALLEE DU LYS - FANTASIA ARTIFICE,PYROTECHNIC CLUB DE LA VALLEE DU LY...,006070,000000,Chez M. FEON 20  RUE de la Treille  ,37250,Veigné,,0,A
W372005005,,1992-07-15,,VAL DE L'INDRE VEIGNE ASSOCIATION SPORTIVE (VIVAS),VAL DE L'INDRE VEIGNE ASSOCIATION ...,011065,000000,Mairie      ,37250,Veigné,,0,A
W372005006,,1992-11-25,2007-12-31,"ASSOCIATION HALTE GARDERIE ET ACCUEIL PERMANENT, LES PETITS MALINS",ASSOCIATION HALTE GARDERIE ET ACCUE...,019010,000000,5   RUE des Rangs  ,37250,Veigné,,0,D
W372005007,,1994-04-13,,'L'ENFANT DE L'ESPOIR','L'ENFANT DE L'ESPOIR',024035,000000,Malicorne      89 rue de la Championnière,37250,Veigné,,0,A
W372005008,48134158400011,1994-08-17,,EVEIL SPORTIF DU VAL DE L'INDRE',EVEIL SPORTIF DU VAL DE L'INDRE',011000,000000,Mairie de Veigné   PL du Maréchal Leclerc  ,37250,Veigné,www.esvi-handball.com,0,A
W372005009,,1994-12-07,,'LES AMIS DE L'ACADEMIE EQUESTRE DE TOURAINE,'LES AMIS DE L'ACADEMIE EQUESTRE ...,011050,000000,93  RUE de Fontiville  ,37250,Veigné,,0,A
W372005010,,1995-02-01,2019-09-08,'INFORMATIC SPORTS','INFORMATIC SPORTS',011005,000000,La Cholleterie      ,37250,Veigné,,0,D
W372005011,,1995-02-08,2011-06-18,MAXIMUM,'MAXIMUM',006030,000000,20  RUE de la Tortinière  ,37250,Veigné,,0,D
